order_id,order_region,market,shipping_mode,total_line_items,total_item_units,total_order_value,actual_shipping_days,scheduled_shipping_days,max_lead_time_variance,is_late_delivery,complexity_bucket
53768,Caribbean,LATAM,Second Class,3,8.0,590.48,4,2,2,1,Medium Complexity (3-4)
76744,Eastern Asia,Pacific Asia,Second Class,1,1.0,39.75,5,2,3,1,Single Item (1)
74252,Oceania,Pacific Asia,Second Class,1,1.0,9.26,3,2,1,1,Single Item (1)
22012,Southeast Asia,Pacific Asia,Second Class,1,2.0,163.98,3,2,1,1,Single Item (1)
10167,South America,LATAM,Second Class,1,5.0,419.96,3,2,1,1,Single Item (1)
70778,Southern Europe,Europe,Standard Class,1,1.0,1200.0,4,4,0,0,Single Item (1)
13134,Western Europe,Europe,Standard Class,4,13.0,664.72,5,4,1,1,Medium Complexity (3-4)
45361,Eastern Europe,Europe,Standard Class,2,2.0,207.49,2,4,-2,0,Low Complexity (2)
63341,Northern Europe,Europe,Standard Class,1,1.0,299.98,2,4,-2,0,Single Item (1)
2506,Central America,LATAM,Standard Class,2,2.0,129.68,2,4,-2,0,Low Complexity (2)
6162,South America,LATAM,Standard Class,4,7.0,476.44,3,4,-1,0,Medium Complexity (3-4)
2055,South America,LATAM,Standard Class,2,4.0,177.81,6,4,2,1,Low Complexity (2)
58720,Central America,LATAM,Standard Class,5,14.0,716.32,6,4,2,1,High Complexity (5+)
55757,Caribbean,LATAM,Standard Class,1,1.0,272.98,3,4,-1,0,Single Item (1)
72978,Southeast Asia,Pacific Asia,Standard Class,1,1.0,76.8,4,4,0,0,Single Item (1)
31106,Oceania,Pacific Asia,Standard Class,2,5.0,240.96,2,4,-2,0,Low Complexity (2)
32259,West of USA,USCA,Standard Class,5,7.0,385.8,5,4,1,1,High Complexity (5+)
36363,South of  USA,USCA,Standard Class,1,1.0,15.83,4,4,0,0,Single Item (1)
39835,East of USA,USCA,Standard Class,2,3.0,481.96,6,4,2,1,Low Complexity (2)
41285,South of  USA,USCA,Standard Class,2,2.0,476.97,6,4,2,1,Low Complexity (2)
43155,West Africa,Africa,Standard Class,1,2.0,96.7,6,4,2,1,Single Item (1)
17949,Southern Europe,Europe,Standard Class,1,2.0,188.98,5,4,1,1,Single Item (1)
18666,Western Europe,Europe,Standard Class,5,8.0,741.01,2,4,-2,0,High Complexity (5+)
18566,Western Europe,Europe,Standard Class,4,6.0,819.93,2,4,-2,0,Medium Complexity (3-4)
14107,Western Europe,Europe,Standard Class,4,9.0,1343.9,3,4,-1,0,Medium Complexity (3-4)
15146,Western Europe,Europe,Standard Class,3,9.0,605.35,2,4,-2,0,Medium Complexity (3-4)
64570,Northern Europe,Europe,Standard Class,4,9.0,786.15,6,4,2,1,Medium Complexity (3-4)
67302,Western Europe,Europe,Standard Class,4,7.0,526.98,3,4,-1,0,Medium Complexity (3-4)
11591,Southern Europe,Europe,Standard Class,2,3.0,365.98,2,4,-2,0,Low Complexity (2)
52637,South America,LATAM,Standard Class,5,9.0,1026.4,3,4,-1,0,High Complexity (5+)
52665,Central America,LATAM,Standard Class,5,6.0,668.34,6,4,2,1,High Complexity (5+)
3629,Caribbean,LATAM,Standard Class,4,9.0,688.81,5,4,1,1,Medium Complexity (3-4)
107,Caribbean,LATAM,Standard Class,5,13.0,984.55,3,4,-1,0,High Complexity (5+)
57566,Caribbean,LATAM,Standard Class,3,5.0,283.05,2,4,-2,0,Medium Complexity (3-4)
2484,Caribbean,LATAM,Standard Class,3,8.0,613.44,5,4,1,1,Medium Complexity (3-4)
7145,Caribbean,LATAM,Standard Class,1,2.0,91.0,6,4,2,1,Single Item (1)
263,South America,LATAM,Standard Class,1,2.0,85.0,4,4,0,0,Single Item (1)
907,Central America,LATAM,Standard Class,2,4.0,84.46,3,4,-1,0,Low Complexity (2)
24841,Eastern Asia,Pacific Asia,Standard Class,2,6.0,638.94,2,4,-2,0,Low Complexity (2)
44471,Central Asia,Pacific Asia,Standard Class,4,8.0,713.42,2,4,-2,0,Medium Complexity (3-4)
30170,Oceania,Pacific Asia,Standard Class,5,9.0,665.31,6,4,2,1,High Complexity (5+)
29220,South Asia,Pacific Asia,Standard Class,3,7.0,489.73,6,4,2,1,Medium Complexity (3-4)
50480,Canada,USCA,Standard Class,1,5.0,284.95,6,4,2,1,Single Item (1)
32827,South of  USA,USCA,Standard Class,4,8.0,586.63,3,4,-1,0,Medium Complexity (3-4)
41104,South of  USA,USCA,Standard Class,2,7.0,242.68,5,4,1,1,Low Complexity (2)
38557,US Center,USCA,Standard Class,2,6.0,334.89,3,4,-1,0,Low Complexity (2)
34590,West of USA,USCA,Standard Class,2,7.0,294.96,6,4,2,1,Low Complexity (2)
69964,Southern Europe,Europe,First Class,1,1.0,397.8,2,1,1,1,Single Item (1)
18661,Western Europe,Europe,First Class,5,9.0,1182.04,2,1,1,1,High Complexity (5+)
19249,Western Europe,Europe,First Class,1,1.0,109.19,2,1,1,1,Single Item (1)
44612,Eastern Europe,Europe,First Class,3,3.0,469.46,2,1,1,1,Medium Complexity (3-4)
64853,Northern Europe,Europe,First Class,3,5.0,648.54,2,1,1,1,Medium Complexity (3-4)
49236,West Africa,Africa,Standard Class,1,4.0,143.96,2,4,-2,0,Single Item (1)
43827,North Africa,Africa,Standard Class,2,8.0,495.9,3,4,-1,0,Low Complexity (2)
49241,West Africa,Africa,Standard Class,3,9.0,646.34,2,4,-2,0,Medium Complexity (3-4)
68397,Southern Europe,Europe,Standard Class,4,9.0,921.9,3,4,-1,0,Medium Complexity (3-4)
62682,Southern Europe,Europe,Standard Class,5,9.0,780.52,3,4,-1,0,High Complexity (5+)
62522,Western Europe,Europe,Standard Class,2,5.0,321.86,3,4,-1,0,Low Complexity (2)
18257,Northern Europe,Europe,Standard Class,4,7.0,1155.12,3,4,-1,0,Medium Complexity (3-4)
44156,Eastern Europe,Europe,Standard Class,3,8.0,339.99,2,4,-2,0,Medium Complexity (3-4)
13807,Western Europe,Europe,Standard Class,2,5.0,663.44,3,4,-1,0,Low Complexity (2)
6115,Central America,LATAM,Standard Class,3,6.0,766.46,6,4,2,1,Medium Complexity (3-4)
188,South America,LATAM,Standard Class,5,9.0,1157.92,4,4,0,0,High Complexity (5+)
35495,East of USA,USCA,Standard Class,1,4.0,174.0,6,4,2,1,Single Item (1)
67604,Western Europe,Europe,Standard Class,1,5.0,484.95,5,4,1,1,Single Item (1)
62544,Southern Europe,Europe,Standard Class,3,7.0,791.53,5,4,1,1,Medium Complexity (3-4)
67385,Southern Europe,Europe,Standard Class,3,7.0,550.83,6,4,2,1,Medium Complexity (3-4)
63862,Western Europe,Europe,Standard Class,4,10.0,645.59,3,4,-1,0,Medium Complexity (3-4)
54081,Caribbean,LATAM,Standard Class,3,8.0,538.91,2,4,-2,0,Medium Complexity (3-4)
60542,Central America,LATAM,Standard Class,5,9.0,1060.56,3,4,-1,0,High Complexity (5+)
63543,Western Europe,Europe,First Class,4,4.0,698.05,2,1,1,1,Medium Complexity (3-4)
8586,Central America,LATAM,First Class,2,2.0,302.23,2,1,1,1,Low Complexity (2)
60658,Central America,LATAM,First Class,1,1.0,114.39,2,1,1,1,Single Item (1)
9168,Caribbean,LATAM,First Class,5,17.0,1279.19,2,1,1,1,High Complexity (5+)
72663,Eastern Asia,Pacific Asia,First Class,1,1.0,237.19,2,1,1,1,Single Item (1)
37322,East of USA,USCA,First Class,4,9.0,403.86,2,1,1,1,Medium Complexity (3-4)
36627,East of USA,USCA,First Class,1,1.0,120.89,2,1,1,1,Single Item (1)
27120,Oceania,Pacific Asia,First Class,2,6.0,290.97,2,1,1,1,Low Complexity (2)
14650,Western Europe,Europe,First Class,3,7.0,422.33,2,1,1,1,Medium Complexity (3-4)
14140,Western Europe,Europe,Same Day,2,2.0,168.34,0,0,0,0,Low Complexity (2)
49354,West Asia,Pacific Asia,Same Day,5,10.0,573.49,0,0,0,0,High Complexity (5+)
62791,Northern Europe,Europe,Same Day,1,5.0,207.5,1,0,1,1,Single Item (1)
16693,Northern Europe,Europe,Second Class,4,6.0,711.12,4,2,2,1,Medium Complexity (3-4)
62956,Western Europe,Europe,Second Class,2,2.0,270.48,2,2,0,0,Low Complexity (2)
66007,Western Europe,Europe,Second Class,5,10.0,1356.42,3,2,1,1,High Complexity (5+)
69784,Southern Europe,Europe,Second Class,1,1.0,397.8,5,2,3,1,Single Item (1)
53817,Central America,LATAM,Second Class,2,2.0,335.48,3,2,1,1,Low Complexity (2)
51014,Canada,USCA,Second Class,2,2.0,524.97,5,2,3,1,Low Complexity (2)
28440,Eastern Asia,Pacific Asia,Second Class,1,2.0,79.98,6,2,4,1,Single Item (1)
22606,Southeast Asia,Pacific Asia,Second Class,1,2.0,97.0,2,2,0,0,Single Item (1)
57176,South America,LATAM,Second Class,3,11.0,454.95,2,2,0,0,Medium Complexity (3-4)
29235,South Asia,Pacific Asia,Second Class,1,3.0,170.07,6,2,4,1,Single Item (1)
410,Central America,LATAM,Second Class,1,5.0,454.95,6,2,4,1,Single Item (1)
43142,North Africa,Africa,Standard Class,3,7.0,360.95,3,4,-1,0,Medium Complexity (3-4)
19902,Western Europe,Europe,Standard Class,5,5.0,1175.42,3,4,-1,0,High Complexity (5+)
17906,Western Europe,Europe,Standard Class,3,5.0,469.37,2,4,-2,0,Medium Complexity (3-4)
65776,Western Europe,Europe,Standard Class,3,6.0,695.89,2,4,-2,0,Medium Complexity (3-4)
46962,North Africa,Africa,Standard Class,1,1.0,95.99,3,4,-1,0,Single Item (1)
42537,West Africa,Africa,Standard Class,5,13.0,645.91,3,4,-1,0,High Complexity (5+)
48879,West Africa,Africa,Standard Class,3,6.0,319.98,5,4,1,1,Medium Complexity (3-4)
45304,North Africa,Africa,Standard Class,2,6.0,399.04,5,4,1,1,Low Complexity (2)
42139,West Africa,Africa,Standard Class,1,1.0,123.49,5,4,1,1,Single Item (1)
48647,East Africa,Africa,Standard Class,5,17.0,819.17,3,4,-1,0,High Complexity (5+)
45670,West Africa,Africa,Standard Class,5,7.0,551.3,6,4,2,1,High Complexity (5+)
48478,Central Africa,Africa,Standard Class,4,7.0,773.64,4,4,0,0,Medium Complexity (3-4)
48024,North Africa,Africa,Standard Class,2,2.0,224.98,5,4,1,1,Low Complexity (2)
70677,Northern Europe,Europe,Standard Class,1,1.0,1350.0,3,4,-1,0,Single Item (1)
14237,Southern Europe,Europe,Standard Class,2,6.0,307.49,3,4,-1,0,Low Complexity (2)
48190,Eastern Europe,Europe,Standard Class,5,6.0,560.93,6,4,2,1,High Complexity (5+)
66173,Western Europe,Europe,Standard Class,2,2.0,158.68,4,4,0,0,Low Complexity (2)
14600,Western Europe,Europe,Standard Class,2,2.0,278.68,6,4,2,1,Low Complexity (2)
19272,Western Europe,Europe,Standard Class,5,5.0,1004.84,3,4,-1,0,High Complexity (5+)
62576,Western Europe,Europe,Standard Class,2,6.0,342.29,2,4,-2,0,Low Complexity (2)
14583,Western Europe,Europe,Standard Class,3,5.0,482.38,4,4,0,0,Medium Complexity (3-4)
46197,Eastern Europe,Europe,Standard Class,5,12.0,989.31,3,4,-1,0,High Complexity (5+)
68407,Western Europe,Europe,Standard Class,1,1.0,53.99,3,4,-1,0,Single Item (1)
11646,Western Europe,Europe,Standard Class,2,2.0,338.97,2,4,-2,0,Low Complexity (2)
50340,Eastern Europe,Europe,Standard Class,1,1.0,113.09,6,4,2,1,Single Item (1)
63154,Western Europe,Europe,Standard Class,4,8.0,625.91,5,4,1,1,Medium Complexity (3-4)
15980,Western Europe,Europe,Standard Class,3,5.0,629.07,6,4,2,1,Medium Complexity (3-4)
66612,Western Europe,Europe,Standard Class,1,1.0,110.49,3,4,-1,0,Single Item (1)
62594,Southern Europe,Europe,Standard Class,4,5.0,683.74,5,4,1,1,Medium Complexity (3-4)
67341,Western Europe,Europe,Standard Class,4,4.0,529.36,2,4,-2,0,Medium Complexity (3-4)
17321,Western Europe,Europe,Standard Class,4,4.0,680.44,2,4,-2,0,Medium Complexity (3-4)
18266,Western Europe,Europe,Standard Class,5,11.0,901.59,2,4,-2,0,High Complexity (5+)
67919,Southern Europe,Europe,Standard Class,3,4.0,554.97,5,4,1,1,Medium Complexity (3-4)
62323,Northern Europe,Europe,Standard Class,2,3.0,189.94,4,4,0,0,Low Complexity (2)
11201,Southern Europe,Europe,Standard Class,5,11.0,1081.87,2,4,-2,0,High Complexity (5+)
17399,Western Europe,Europe,Standard Class,1,1.0,351.98,5,4,1,1,Single Item (1)
12295,Southern Europe,Europe,Standard Class,2,3.0,418.36,6,4,2,1,Low Complexity (2)
64333,Southern Europe,Europe,Standard Class,2,2.0,574.96,4,4,0,0,Low Complexity (2)
71539,Northern Europe,Europe,Standard Class,1,1.0,136.44,5,4,1,1,Single Item (1)
15455,Southern Europe,Europe,Standard Class,4,7.0,741.57,6,4,2,1,Medium Complexity (3-4)
42952,Eastern Europe,Europe,Standard Class,4,14.0,676.36,3,4,-1,0,Medium Complexity (3-4)
65271,Western Europe,Europe,Standard Class,3,3.0,741.96,2,4,-2,0,Medium Complexity (3-4)
42533,South Asia,Pacific Asia,Standard Class,3,11.0,631.94,4,4,0,0,Medium Complexity (3-4)
20662,South Asia,Pacific Asia,Standard Class,2,4.0,265.56,3,4,-1,0,Low Complexity (2)
28809,Oceania,Pacific Asia,Standard Class,2,4.0,281.96,5,4,1,1,Low Complexity (2)
22257,Southeast Asia,Pacific Asia,Standard Class,2,3.0,277.97,3,4,-1,0,Low Complexity (2)
23065,Oceania,Pacific Asia,Standard Class,1,2.0,75.98,6,4,2,1,Single Item (1)
35079,South of  USA,USCA,Standard Class,1,2.0,85.0,5,4,1,1,Single Item (1)
66639,Western Europe,Europe,Standard Class,5,9.0,1011.38,5,4,1,1,High Complexity (5+)
64787,Western Europe,Europe,Standard Class,5,11.0,1287.58,3,4,-1,0,High Complexity (5+)
11353,Northern Europe,Europe,Standard Class,2,8.0,394.17,4,4,0,0,Low Complexity (2)
62553,Western Europe,Europe,Standard Class,4,11.0,669.21,4,4,0,0,Medium Complexity (3-4)
12513,Western Europe,Europe,Standard Class,2,4.0,346.96,4,4,0,0,Low Complexity (2)
48021,Eastern Europe,Europe,Standard Class,5,17.0,1016.57,2,4,-2,0,High Complexity (5+)
62698,Northern Europe,Europe,Standard Class,2,4.0,320.96,4,4,0,0,Low Complexity (2)
46641,Eastern Europe,Europe,Standard Class,3,5.0,509.54,2,4,-2,0,Medium Complexity (3-4)
11090,Western Europe,Europe,Standard Class,4,13.0,1032.96,6,4,2,1,Medium Complexity (3-4)
65270,Northern Europe,Europe,Standard Class,1,3.0,89.98,6,4,2,1,Single Item (1)
1741,Caribbean,LATAM,Standard Class,3,8.0,317.04,2,4,-2,0,Medium Complexity (3-4)
1890,Central America,LATAM,Standard Class,2,4.0,210.56,6,4,2,1,Low Complexity (2)
871,Central America,LATAM,Standard Class,5,11.0,781.06,2,4,-2,0,High Complexity (5+)
867,Central America,LATAM,Standard Class,3,11.0,537.22,3,4,-1,0,Medium Complexity (3-4)
57764,South America,LATAM,Standard Class,4,10.0,979.43,5,4,1,1,Medium Complexity (3-4)
55287,Caribbean,LATAM,Standard Class,3,12.0,794.42,3,4,-1,0,Medium Complexity (3-4)
41005,West of USA,USCA,Standard Class,1,3.0,263.97,6,4,2,1,Single Item (1)
36897,East of USA,USCA,Standard Class,1,3.0,156.57,3,4,-1,0,Single Item (1)
39331,US Center,USCA,Standard Class,2,7.0,223.98,2,4,-2,0,Low Complexity (2)
48254,Central Africa,Africa,Standard Class,3,9.0,520.55,5,4,1,1,Medium Complexity (3-4)
49024,North Africa,Africa,Standard Class,5,12.0,670.73,5,4,1,1,High Complexity (5+)
42080,North Africa,Africa,Standard Class,2,9.0,438.98,6,4,2,1,Low Complexity (2)
44983,North Africa,Africa,Standard Class,2,5.0,371.99,4,4,0,0,Low Complexity (2)
17179,Southern Europe,Europe,Standard Class,2,9.0,889.91,5,4,1,1,Low Complexity (2)
65549,Northern Europe,Europe,Standard Class,5,8.0,1124.5,5,4,1,1,High Complexity (5+)
14637,Western Europe,Europe,Standard Class,1,4.0,331.97,3,4,-1,0,Single Item (1)
50087,Eastern Europe,Europe,Standard Class,4,15.0,1075.25,3,4,-1,0,Medium Complexity (3-4)
66293,Western Europe,Europe,Standard Class,3,6.0,675.34,4,4,0,0,Medium Complexity (3-4)
66713,Western Europe,Europe,Standard Class,1,4.0,189.0,4,4,0,0,Single Item (1)
54825,Central America,LATAM,Standard Class,4,10.0,909.1,6,4,2,1,Medium Complexity (3-4)
57591,Central America,LATAM,Standard Class,3,6.0,505.14,2,4,-2,0,Medium Complexity (3-4)
3282,Central America,LATAM,Standard Class,3,6.0,573.94,3,4,-1,0,Medium Complexity (3-4)
60329,Caribbean,LATAM,Standard Class,1,4.0,160.0,5,4,1,1,Single Item (1)
771,South America,LATAM,Standard Class,3,10.0,336.82,2,4,-2,0,Medium Complexity (3-4)
5841,Central America,LATAM,Standard Class,4,7.0,876.65,2,4,-2,0,Medium Complexity (3-4)
55252,Central America,LATAM,Standard Class,5,15.0,815.39,3,4,-1,0,High Complexity (5+)
22572,Oceania,Pacific Asia,Standard Class,2,5.0,303.96,3,4,-1,0,Low Complexity (2)
34980,East of USA,USCA,Standard Class,4,11.0,1002.9,6,4,2,1,Medium Complexity (3-4)
31523,US Center,USCA,Standard Class,1,4.0,155.16,4,4,0,0,Single Item (1)
18404,Western Europe,Europe,Standard Class,2,6.0,615.94,5,4,1,1,Low Complexity (2)
52925,Central America,LATAM,Standard Class,2,6.0,592.34,6,4,2,1,Low Complexity (2)
3603,Caribbean,LATAM,Standard Class,2,6.0,402.44,4,4,0,0,Low Complexity (2)
52743,Central America,LATAM,Standard Class,2,7.0,287.91,4,4,0,0,Low Complexity (2)
34959,East of USA,USCA,First Class,1,3.0,142.5,2,1,1,1,Single Item (1)
40932,East of USA,USCA,First Class,4,14.0,530.23,2,1,1,1,Medium Complexity (3-4)
17647,Western Europe,Europe,First Class,1,5.0,479.95,2,1,1,1,Single Item (1)
64111,Western Europe,Europe,Same Day,2,6.0,395.94,1,0,1,1,Low Complexity (2)
3025,Caribbean,LATAM,Same Day,4,12.0,713.6,0,0,0,0,Medium Complexity (3-4)
6818,Caribbean,LATAM,Same Day,4,6.0,810.52,1,0,1,1,Medium Complexity (3-4)
72389,Oceania,Pacific Asia,Same Day,1,1.0,191.87,1,0,1,1,Single Item (1)
74309,Eastern Asia,Pacific Asia,Same Day,1,1.0,9.6,1,0,1,1,Single Item (1)
5728,Caribbean,LATAM,Same Day,1,3.0,278.97,1,0,1,1,Single Item (1)
36734,South of  USA,USCA,Same Day,2,7.0,397.73,0,0,0,0,Low Complexity (2)
45391,Eastern Europe,Europe,Second Class,4,11.0,557.67,2,2,0,0,Medium Complexity (3-4)
17168,Western Europe,Europe,Second Class,5,9.0,661.64,4,2,2,1,High Complexity (5+)
71296,Western Europe,Europe,Second Class,1,1.0,392.26,2,2,0,0,Single Item (1)
15293,Western Europe,Europe,Second Class,4,9.0,571.93,4,2,2,1,Medium Complexity (3-4)
71449,Northern Europe,Europe,Second Class,1,1.0,136.44,5,2,3,1,Single Item (1)
10078,South America,LATAM,Second Class,5,12.0,832.69,4,2,2,1,High Complexity (5+)
4096,Central America,LATAM,Second Class,3,3.0,828.95,2,2,0,0,Medium Complexity (3-4)
74460,Southeast Asia,Pacific Asia,Second Class,1,1.0,349.96,6,2,4,1,Single Item (1)
23431,Oceania,Pacific Asia,Second Class,2,2.0,400.47,2,2,0,0,Low Complexity (2)
24387,Eastern Asia,Pacific Asia,Second Class,1,1.0,290.98,3,2,1,1,Single Item (1)
46070,South Asia,Pacific Asia,Second Class,4,9.0,886.91,6,2,4,1,Medium Complexity (3-4)
76760,South Asia,Pacific Asia,Second Class,1,1.0,38.96,6,2,4,1,Single Item (1)
36230,West of USA,USCA,Second Class,5,11.0,813.34,6,2,4,1,High Complexity (5+)
37150,South of  USA,USCA,Second Class,1,1.0,50.0,6,2,4,1,Single Item (1)
13226,Northern Europe,Europe,Second Class,2,4.0,224.96,2,2,0,0,Low Complexity (2)
11477,Western Europe,Europe,Second Class,2,3.0,263.09,3,2,1,1,Low Complexity (2)
47751,Eastern Asia,Pacific Asia,Second Class,2,5.0,415.75,2,2,0,0,Low Complexity (2)
38831,South of  USA,USCA,Second Class,1,4.0,153.56,2,2,0,0,Single Item (1)
59083,Central America,LATAM,Second Class,2,9.0,516.76,4,2,2,1,Low Complexity (2)
42058,North Africa,Africa,Standard Class,3,9.0,409.22,4,4,0,0,Medium Complexity (3-4)
47351,West Africa,Africa,Standard Class,5,12.0,1052.89,2,4,-2,0,High Complexity (5+)
70578,Southern Europe,Europe,Standard Class,1,1.0,1500.0,4,4,0,0,Single Item (1)
14074,Western Europe,Europe,Standard Class,1,1.0,34.99,5,4,1,1,Single Item (1)
68691,Western Europe,Europe,Standard Class,2,2.0,710.48,2,4,-2,0,Low Complexity (2)
63268,Western Europe,Europe,Standard Class,3,7.0,390.49,4,4,0,0,Medium Complexity (3-4)
51083,West Asia,Pacific Asia,Standard Class,2,6.0,292.94,4,4,0,0,Low Complexity (2)
34344,West of USA,USCA,Standard Class,2,6.0,328.96,5,4,1,1,Low Complexity (2)
32373,US Center,USCA,Standard Class,2,6.0,416.95,4,4,0,0,Low Complexity (2)
18597,Western Europe,Europe,First Class,1,1.0,116.99,2,1,1,1,Single Item (1)
68828,Western Europe,Europe,First Class,3,5.0,601.84,2,1,1,1,Medium Complexity (3-4)
14176,Southern Europe,Europe,First Class,3,7.0,769.92,2,1,1,1,Medium Complexity (3-4)
59549,Caribbean,LATAM,First Class,3,8.0,357.29,2,1,1,1,Medium Complexity (3-4)
5976,Central America,LATAM,First Class,1,1.0,331.98,2,1,1,1,Single Item (1)
74586,Oceania,Pacific Asia,First Class,1,1.0,202.3,2,1,1,1,Single Item (1)
25157,South Asia,Pacific Asia,First Class,1,1.0,114.39,2,1,1,1,Single Item (1)
48765,West Asia,Pacific Asia,First Class,2,4.0,162.87,2,1,1,1,Low Complexity (2)
36616,South of  USA,USCA,First Class,2,3.0,139.27,2,1,1,1,Low Complexity (2)
32651,West of USA,USCA,First Class,2,5.0,215.17,2,1,1,1,Low Complexity (2)
52217,Central America,LATAM,First Class,1,4.0,383.96,2,1,1,1,Single Item (1)
69195,Western Europe,Europe,Same Day,1,1.0,49.04,0,0,0,0,Single Item (1)
16452,Northern Europe,Europe,Same Day,2,2.0,431.97,0,0,0,0,Low Complexity (2)
70343,Western Europe,Europe,Second Class,1,1.0,353.53,4,2,2,1,Single Item (1)
12945,Western Europe,Europe,Second Class,2,4.0,196.79,6,2,4,1,Low Complexity (2)
67739,Southern Europe,Europe,Second Class,1,1.0,103.99,5,2,3,1,Single Item (1)
20948,Southeast Asia,Pacific Asia,Second Class,4,5.0,608.34,4,2,2,1,Medium Complexity (3-4)
31924,West of USA,USCA,Second Class,3,5.0,232.77,5,2,3,1,Medium Complexity (3-4)
64382,Western Europe,Europe,Second Class,1,4.0,227.96,3,2,1,1,Single Item (1)
32748,South of  USA,USCA,Second Class,2,6.0,317.13,4,2,2,1,Low Complexity (2)
50178,Southern Africa,Africa,Standard Class,1,1.0,118.29,4,4,0,0,Single Item (1)
50167,West Africa,Africa,Standard Class,4,9.0,632.4,3,4,-1,0,Medium Complexity (3-4)
71118,Western Europe,Europe,Standard Class,1,1.0,212.42,4,4,0,0,Single Item (1)
60230,South America,LATAM,First Class,4,4.0,629.7,2,1,1,1,Medium Complexity (3-4)
52779,South America,LATAM,First Class,2,3.0,212.39,2,1,1,1,Low Complexity (2)
7952,Central America,LATAM,First Class,2,5.0,248.96,2,1,1,1,Low Complexity (2)
52406,Central America,LATAM,First Class,5,8.0,750.88,2,1,1,1,High Complexity (5+)
3425,Central America,LATAM,First Class,4,12.0,1039.87,2,1,1,1,Medium Complexity (3-4)
43850,West Asia,Pacific Asia,First Class,3,4.0,419.35,2,1,1,1,Medium Complexity (3-4)
27534,Eastern Asia,Pacific Asia,First Class,2,4.0,385.76,2,1,1,1,Low Complexity (2)
74165,Southeast Asia,Pacific Asia,First Class,1,1.0,56.72,2,1,1,1,Single Item (1)
24616,Eastern Asia,Pacific Asia,First Class,2,5.0,272.25,2,1,1,1,Low Complexity (2)
25328,Oceania,Pacific Asia,First Class,4,8.0,697.43,2,1,1,1,Medium Complexity (3-4)
73714,Eastern Asia,Pacific Asia,First Class,1,1.0,203.95,2,1,1,1,Single Item (1)
73703,Southeast Asia,Pacific Asia,First Class,1,1.0,161.87,2,1,1,1,Single Item (1)
24220,South Asia,Pacific Asia,First Class,3,7.0,689.13,2,1,1,1,Medium Complexity (3-4)
71695,Southeast Asia,Pacific Asia,First Class,1,1.0,161.09,2,1,1,1,Single Item (1)
72660,Oceania,Pacific Asia,First Class,1,1.0,226.77,2,1,1,1,Single Item (1)
34367,East of USA,USCA,First Class,1,1.0,49.19,2,1,1,1,Single Item (1)
64436,Northern Europe,Europe,First Class,3,8.0,705.98,2,1,1,1,Medium Complexity (3-4)
41875,West Asia,Pacific Asia,First Class,4,6.0,517.62,2,1,1,1,Medium Complexity (3-4)
48295,West Asia,Pacific Asia,First Class,4,11.0,669.91,2,1,1,1,Medium Complexity (3-4)
50034,East Africa,Africa,First Class,3,11.0,634.4,2,1,1,1,Medium Complexity (3-4)
65711,Northern Europe,Europe,First Class,4,12.0,1102.67,2,1,1,1,Medium Complexity (3-4)
11794,Western Europe,Europe,First Class,3,13.0,564.75,2,1,1,1,Medium Complexity (3-4)
38279,US Center,USCA,First Class,2,8.0,528.89,2,1,1,1,Low Complexity (2)
69919,Western Europe,Europe,Same Day,1,1.0,447.52,1,0,1,1,Single Item (1)
71048,Western Europe,Europe,Same Day,1,1.0,220.01,0,0,0,0,Single Item (1)
16396,Southern Europe,Europe,Same Day,2,3.0,143.63,0,0,0,0,Low Complexity (2)
13037,Western Europe,Europe,Same Day,1,1.0,319.98,0,0,0,0,Single Item (1)
2457,Caribbean,LATAM,Same Day,1,1.0,114.39,1,0,1,1,Single Item (1)
5651,Caribbean,LATAM,Same Day,2,2.0,217.08,0,0,0,0,Low Complexity (2)
9025,Caribbean,LATAM,Same Day,5,9.0,731.93,1,0,1,1,High Complexity (5+)
21713,Oceania,Pacific Asia,Same Day,3,4.0,548.17,1,0,1,1,Medium Complexity (3-4)
24070,Oceania,Pacific Asia,Same Day,1,1.0,124.79,0,0,0,0,Single Item (1)
23772,Southeast Asia,Pacific Asia,Same Day,4,5.0,497.9,0,0,0,0,Medium Complexity (3-4)
25557,Oceania,Pacific Asia,Same Day,3,5.0,590.47,0,0,0,0,Medium Complexity (3-4)
39645,East of USA,USCA,Same Day,3,7.0,617.57,1,0,1,1,Medium Complexity (3-4)
33025,South of  USA,USCA,Same Day,3,3.0,197.78,0,0,0,0,Medium Complexity (3-4)
6367,Central America,LATAM,Standard Class,3,10.0,797.94,3,4,-1,0,Medium Complexity (3-4)
53926,Central America,LATAM,Standard Class,2,3.0,211.37,2,4,-2,0,Low Complexity (2)
58465,Central America,LATAM,Standard Class,2,4.0,413.66,6,4,2,1,Low Complexity (2)
55988,Central America,LATAM,Standard Class,1,1.0,128.69,4,4,0,0,Single Item (1)
9587,Central America,LATAM,Standard Class,5,6.0,831.23,3,4,-1,0,High Complexity (5+)
59850,Central America,LATAM,Standard Class,3,4.0,273.46,6,4,2,1,Medium Complexity (3-4)
8265,South America,LATAM,Standard Class,5,13.0,1183.43,6,4,2,1,High Complexity (5+)
56391,Central America,LATAM,Standard Class,5,16.0,1061.62,2,4,-2,0,High Complexity (5+)
6171,Central America,LATAM,Standard Class,5,5.0,1329.76,2,4,-2,0,High Complexity (5+)
9366,Central America,LATAM,Standard Class,5,9.0,730.34,2,4,-2,0,High Complexity (5+)
